Analyte,lab_code,Units,Start_Run_Date,Site.Name,Long.Site.Name,Planet,Result
Benz[a]anthracene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0107
Benz[a]anthracene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0099
Benz[a]anthracene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0132
Benz[a]anthracene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0199
Benz[a]anthracene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0117
Benz[a]anthracene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00994
Benz[a]anthracene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0205
Benz[a]anthracene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.019
Benz[a]anthracene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0179
Benz[a]anthracene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0389
Benz[a]anthracene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0512
Benz[a]anthracene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0178
Benz[a]anthracene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0863
Benz[a]anthracene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0303
Benz[a]anthracene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.125
Benz[a]anthracene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0377
Benz[a]anthracene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0442
Benz[a]anthracene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0287
Benz[a]anthracene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0314
Benz[a]anthracene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0393
Benz[a]anthracene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0353
Benz[a]anthracene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0507
Benz[a]anthracene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0295
Benz[a]anthracene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.026
Benz[a]anthracene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0256
Benz[a]anthracene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0471
Benz[a]anthracene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.025
Benz[a]anthracene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0213
Benz[a]anthracene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0135
Benz[a]anthracene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0153
Benz[a]anthracene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0305
Benz[a]anthracene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0164
Benz[a]anthracene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0189
Benz[a]anthracene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0149
Benz[a]anthracene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0233
Benz[a]anthracene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0148
Benz[a]anthracene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0311
Benz[a]anthracene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0242
Benz[a]anthracene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0169
Benz[a]anthracene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0175
Benz[a]anthracene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.025
Benz[a]anthracene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.048
Benz[a]anthracene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.106
Benz[a]anthracene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0724
Benz[a]anthracene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.175
Benzo[a]pyrene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0142
Benzo[a]pyrene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0117
Benzo[a]pyrene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0257
Benzo[a]pyrene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0257
Benzo[a]pyrene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0157
Benzo[a]pyrene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0116
Benzo[a]pyrene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.026
Benzo[a]pyrene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0352
Benzo[a]pyrene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0202
Benzo[a]pyrene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0478
Benzo[a]pyrene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.065
Benzo[a]pyrene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0216
Benzo[a]pyrene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0824
Benzo[a]pyrene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0358
Benzo[a]pyrene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.106
Benzo[a]pyrene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0296
Benzo[a]pyrene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0429
Benzo[a]pyrene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0339
Benzo[a]pyrene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0327
Benzo[a]pyrene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0418
Benzo[a]pyrene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0381
Benzo[a]pyrene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0696
Benzo[a]pyrene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.031
Benzo[a]pyrene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0266
Benzo[a]pyrene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0314
Benzo[a]pyrene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0375
Benzo[a]pyrene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0292
Benzo[a]pyrene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0269
Benzo[a]pyrene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0178
Benzo[a]pyrene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0179
Benzo[a]pyrene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0359
Benzo[a]pyrene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0275
Benzo[a]pyrene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0347
Benzo[a]pyrene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0166
Benzo[a]pyrene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.026
Benzo[a]pyrene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0231
Benzo[a]pyrene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0404
Benzo[a]pyrene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0336
Benzo[a]pyrene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0249
Benzo[a]pyrene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0235
Benzo[a]pyrene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0318
Benzo[a]pyrene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0587
Benzo[a]pyrene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.113
Benzo[a]pyrene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0801
Benzo[a]pyrene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.151
Benzo[c]fluorene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.002
Benzo[c]fluorene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00254
Benzo[c]fluorene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00495
Benzo[c]fluorene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00221
Benzo[c]fluorene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0121
Benzo[c]fluorene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00313
Benzo[c]fluorene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0127
Benzo[c]fluorene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00439
Benzo[c]fluorene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00588
Benzo[c]fluorene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00342
Benzo[c]fluorene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0041
Benzo[c]fluorene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00425
Benzo[c]fluorene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0033
Benzo[c]fluorene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00314
Benzo[c]fluorene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00214
Benzo[c]fluorene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00398
Benzo[c]fluorene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00276
Benzo[c]fluorene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00235
Benzo[c]fluorene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Benzo[c]fluorene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00357
Benzo[c]fluorene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0078
Benzo[c]fluorene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00732
Benzo[c]fluorene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0195
Benzo[e]pyrene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0187
Benzo[e]pyrene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0174
Benzo[e]pyrene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.047
Benzo[e]pyrene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0435
Benzo[e]pyrene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0236
Benzo[e]pyrene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0171
Benzo[e]pyrene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0464
Benzo[e]pyrene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0855
Benzo[e]pyrene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0367
Benzo[e]pyrene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0858
Benzo[e]pyrene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.111
Benzo[e]pyrene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.053
Benzo[e]pyrene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.131
Benzo[e]pyrene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0647
Benzo[e]pyrene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.172
Benzo[e]pyrene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0736
Benzo[e]pyrene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0615
Benzo[e]pyrene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0595
Benzo[e]pyrene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0582
Benzo[e]pyrene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0616
Benzo[e]pyrene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.067
Benzo[e]pyrene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.215
Benzo[e]pyrene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0416
Benzo[e]pyrene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.033
Benzo[e]pyrene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0463
Benzo[e]pyrene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0407
Benzo[e]pyrene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0544
Benzo[e]pyrene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0346
Benzo[e]pyrene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0291
Benzo[e]pyrene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0264
Benzo[e]pyrene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0447
Benzo[e]pyrene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0327
Benzo[e]pyrene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.066
Benzo[e]pyrene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0213
Benzo[e]pyrene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0319
Benzo[e]pyrene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.043
Benzo[e]pyrene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0926
Benzo[e]pyrene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.063
Benzo[e]pyrene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0292
Benzo[e]pyrene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0416
Benzo[e]pyrene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.055
Benzo[e]pyrene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0926
Benzo[e]pyrene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.141
Benzo[e]pyrene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.113
Benzo[e]pyrene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.176
"Benzo[g,h,i]perylene",HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0231
"Benzo[g,h,i]perylene",HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0276
"Benzo[g,h,i]perylene",HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0814
"Benzo[g,h,i]perylene",HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0674
"Benzo[g,h,i]perylene",HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0379
"Benzo[g,h,i]perylene",HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0264
"Benzo[g,h,i]perylene",HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0594
"Benzo[g,h,i]perylene",HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.127
"Benzo[g,h,i]perylene",HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0457
"Benzo[g,h,i]perylene",HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.11
"Benzo[g,h,i]perylene",HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.14
"Benzo[g,h,i]perylene",HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.067
"Benzo[g,h,i]perylene",HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.154
"Benzo[g,h,i]perylene",HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0818
"Benzo[g,h,i]perylene",HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.206
"Benzo[g,h,i]perylene",HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0977
"Benzo[g,h,i]perylene",HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0722
"Benzo[g,h,i]perylene",HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0797
"Benzo[g,h,i]perylene",HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0667
"Benzo[g,h,i]perylene",HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0768
"Benzo[g,h,i]perylene",HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.074
"Benzo[g,h,i]perylene",HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.221
"Benzo[g,h,i]perylene",HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0446
"Benzo[g,h,i]perylene",HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0369
"Benzo[g,h,i]perylene",HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0618
"Benzo[g,h,i]perylene",HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0401
"Benzo[g,h,i]perylene",HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0921
"Benzo[g,h,i]perylene",HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0441
"Benzo[g,h,i]perylene",HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0366
"Benzo[g,h,i]perylene",HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0343
"Benzo[g,h,i]perylene",HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0739
"Benzo[g,h,i]perylene",HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0775
"Benzo[g,h,i]perylene",HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.121
"Benzo[g,h,i]perylene",HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0316
