time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,precipType,precipAccumulation,site_catid
2014-11-07T10:00:00Z,Clear,clear-night,0,0,28.38,22.67,26.88,0.94,5.17,158,5.64,0.12,1018.55,NA,NA,27-137-7001
2014-11-07T11:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,29.42,24.32,27.72,0.93,4.72,161,7.15,0.26,1017.4,NA,NA,27-137-7001
2014-11-07T12:00:00Z,Clear,clear-night,0,0,29.89,24.9,28.2,0.93,4.69,161,9.57,0.18,1016.7,NA,NA,27-137-7001
2014-11-07T13:00:00Z,Clear,clear-night,0,0,31.38,24.92,29.22,0.92,6.76,171,9.33,0.06,1016.4,NA,NA,27-137-7001
2014-11-07T14:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,32.39,25.29,29.52,0.89,8.05,157,9.3,0.28,1014.83,NA,NA,27-137-7001
2014-11-07T15:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,33.19,25.02,29.3,0.85,10.37,165,9.31,0.29,1013.76,NA,NA,27-137-7001
2014-11-07T16:00:00Z,Partly Cloudy,partly-cloudy-day,0.0016,0.03,34.48,26.09,29.35,0.81,11.56,168,9.12,0.31,1012.56,rain,NA,27-137-7001
2014-11-07T17:00:00Z,Light Snow,snow,0.007,0.34,33.83,25.13,29.8,0.85,11.87,168,4.64,0.31,1010.9,snow,0.053,27-137-7001
2014-11-07T18:00:00Z,Light Snow,snow,0.0096,0.5,33.78,25.37,31.09,0.9,11.19,158,4.94,0.67,1009.44,snow,0.073,27-137-7001
2014-11-07T19:00:00Z,Drizzle,rain,0.0071,0.35,34.68,26.36,31.73,0.89,11.51,171,6.18,0.31,1006.93,rain,NA,27-137-7001
2014-11-07T20:00:00Z,Drizzle,rain,0.0051,0.22,34.98,27.39,33,0.92,10.07,177,8.09,0.31,1005.71,rain,NA,27-137-7001
2014-11-07T21:00:00Z,Clear,clear-day,0.0017,0.04,35.32,27.54,32.41,0.89,10.66,185,9.51,NA,1004.41,rain,NA,27-137-7001
2014-11-07T22:00:00Z,Partly Cloudy,partly-cloudy-day,0.0013,0.02,35.51,28.62,32.88,0.9,8.93,190,7.96,0.31,1004.48,rain,NA,27-137-7001
2014-11-07T23:00:00Z,Partly Cloudy,partly-cloudy-night,0.0018,0.04,35.55,29.09,32.71,0.89,8.13,200,8.84,0.31,1004.3,rain,NA,27-137-7001
2014-11-08T00:00:00Z,Mostly Cloudy,partly-cloudy-night,0.0027,0.08,35.25,28.65,33.65,0.94,8.28,206,4.69,0.67,1003.98,rain,NA,27-137-7001
2014-11-08T01:00:00Z,Partly Cloudy,partly-cloudy-night,0.004,0.15,36.19,29.98,34.51,0.94,7.95,227,3.42,0.31,1003.78,rain,NA,27-137-7001
2014-11-08T02:00:00Z,Drizzle,rain,0.0051,0.22,36.78,30.14,35.13,0.94,8.99,265,4.83,0.31,1003.6,rain,NA,27-137-7001
2014-11-08T03:00:00Z,Clear,clear-night,0.0042,0.16,36.76,28.11,34.68,0.92,13.77,296,7.11,NA,1004.07,rain,NA,27-137-7001
2014-11-08T04:00:00Z,Drizzle,rain,0.0062,0.29,36.79,28.01,34.63,0.92,14.15,294,8.03,0.31,1004.75,rain,NA,27-137-7001
2014-11-08T05:00:00Z,Clear,clear-night,0.0022,0.06,36.6,27.13,34.3,0.91,16.08,306,8.33,0,1005.55,rain,NA,27-137-7001
2014-11-06T06:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,33.86,29.58,26.1,0.73,4.65,346,10,0.53,1019.5,NA,NA,27-137-7001
2014-11-06T07:00:00Z,Clear,clear-night,0,0,34.04,28.89,25.54,0.71,5.7,350,10,0,1019.6,NA,NA,27-137-7001
2014-11-06T08:00:00Z,Clear,clear-night,0,0,33.79,28.53,24.84,0.69,5.78,333,10,0.2,1020.1,NA,NA,27-137-7001
2014-11-06T09:00:00Z,Clear,clear-night,0,0,33.11,28.03,24.16,0.69,5.41,346,10,0,1020.55,NA,NA,27-137-7001
2014-11-06T10:00:00Z,Clear,clear-night,0,0,32.63,27.09,23.95,0.7,5.87,346,10,0.2,1021.1,NA,NA,27-137-7001
2014-11-06T11:00:00Z,Clear,clear-night,0,0,31.79,25.49,23.73,0.72,6.65,338,10,0.08,1021.72,NA,NA,27-137-7001
2014-11-06T12:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,30.96,24.27,24.61,0.77,6.96,329,10,0.26,1022.65,NA,NA,27-137-7001
2014-11-06T13:00:00Z,Clear,clear-night,0,0,30.13,25.47,23.33,0.75,4.41,335,10,0.03,1023.2,NA,NA,27-137-7001
2014-11-06T14:00:00Z,Clear,clear-day,0,0,31.47,26.84,25.65,0.79,4.6,326,10,0.08,1023.65,NA,NA,27-137-7001
2014-11-06T15:00:00Z,Clear,clear-day,0,0,33.91,29.8,25.45,0.71,4.48,320,10,0.22,1024.35,NA,NA,27-137-7001
2014-11-06T16:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,36.39,30.25,26.9,0.68,7.9,303,10,0.29,1024.65,NA,NA,27-137-7001
2014-11-06T17:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,37.55,32.16,27.26,0.66,7.05,309,10,0.29,1024.87,NA,NA,27-137-7001
2014-11-06T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,38.49,33.6,26.78,0.62,6.55,294,10,0.29,1024.57,NA,NA,27-137-7001
2014-11-06T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,40.03,34.77,27.05,0.59,7.72,296,10,0.29,1024.22,NA,NA,27-137-7001
2014-11-06T20:00:00Z,Clear,clear-day,0,0,39.93,34.99,27.57,0.61,7.12,294,10,0.21,1024.15,NA,NA,27-137-7001
2014-11-06T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,39.5,33.54,27.89,0.63,8.89,293,10,0.26,1024.22,NA,NA,27-137-7001
2014-11-06T22:00:00Z,Clear,clear-day,0,0,38.03,32.82,28.96,0.7,6.91,294,10,0.17,1024.27,NA,NA,27-137-7001
2014-11-06T23:00:00Z,Clear,clear-night,0,0,36.98,32.55,29.56,0.74,5.47,289,10,0.17,1024.37,NA,NA,27-137-7001
2014-11-07T00:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,35.77,32.03,28.94,0.76,4.4,285,10,0.27,1024.35,NA,NA,27-137-7001
2014-11-07T01:00:00Z,Clear,clear-night,0,0,34.73,30.38,28.84,0.79,4.88,284,10,0.07,1024.35,NA,NA,27-137-7001
2014-11-07T02:00:00Z,Clear,clear-night,0,0,35.34,31.73,29.67,0.8,4.2,287,10,0.09,1024.15,NA,NA,27-137-7001
2014-11-07T03:00:00Z,Clear,clear-night,0,0,34.54,30.91,29,0.8,4.1,279,10,0,1023.77,NA,NA,27-137-7001
2014-11-07T04:00:00Z,Clear,clear-night,0,0,34.22,34.22,28.94,0.81,2.29,268,10,0.21,1023.35,NA,NA,27-137-7001
2014-11-07T05:00:00Z,Clear,clear-night,0,0,32.69,32.69,28.61,0.85,2.91,249,10,0.11,1022.82,NA,NA,27-137-7001
2014-11-05T06:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,35.15,27.47,25.87,0.69,10.34,288,10,0.53,1013.42,NA,NA,27-137-7001
2014-11-05T07:00:00Z,Clear,clear-night,0,0,33.8,25.74,24.24,0.68,10.45,283,10,0,1014,NA,NA,27-137-7001
2014-11-05T08:00:00Z,Clear,clear-night,0,0,33.56,26.49,24.08,0.68,8.44,290,10,0,1014.6,NA,NA,27-137-7001
2014-11-05T09:00:00Z,Clear,clear-night,0,0,33.52,26.3,24.56,0.69,8.7,280,10,0,1015.15,NA,NA,27-137-7001
2014-11-05T10:00:00Z,Clear,clear-night,0,0,32.9,26.7,23.76,0.69,6.83,291,10,0,1015.32,NA,NA,27-137-7001
2014-11-05T11:00:00Z,Clear,clear-night,0,0,32.57,25.94,23.74,0.7,7.37,302,10,0,1015.65,NA,NA,27-137-7001
2014-11-05T12:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,32.27,26.65,23.82,0.71,5.88,289,10,0.28,1015.95,NA,NA,27-137-7001
2014-11-05T13:00:00Z,Clear,clear-night,0,0,31.46,26.46,24.34,0.75,4.98,296,10,0.24,1016.67,NA,NA,27-137-7001
2014-11-05T14:00:00Z,Clear,clear-day,0,0,32.28,29.03,24.35,0.72,3.46,308,10,0.08,1016.87,NA,NA,27-137-7001
2014-11-05T15:00:00Z,Clear,clear-day,0,0,33.26,29.42,24.69,0.7,4.1,295,10,0.21,1017,NA,NA,27-137-7001
2014-11-05T16:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,34.89,34.89,25.25,0.68,1.89,24,10,0.26,1016.95,NA,NA,27-137-7001
2014-11-05T17:00:00Z,Clear,clear-day,0,0,35.67,35.67,25.35,0.66,0.16,240,10,0.06,1017.12,NA,NA,27-137-7001
2014-11-05T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,36.97,36.97,25.47,0.63,1.46,109,10,0.28,1016.45,NA,NA,27-137-7001
2014-11-05T19:00:00Z,Clear,clear-day,0,0,37.1,37.1,25.46,0.62,0.62,157,10,0.13,1015.95,NA,NA,27-137-7001
2014-11-05T20:00:00Z,Clear,clear-day,0,0,37.29,37.29,25.59,0.62,0.59,107,10,0.11,1015.52,NA,NA,27-137-7001
2014-11-05T21:00:00Z,Clear,clear-day,0,0,37.02,34.82,25.67,0.63,3.14,53,10,0.05,1015.42,NA,NA,27-137-7001
2014-11-05T22:00:00Z,Clear,clear-day,0,0,36.84,36.84,25.8,0.64,2.43,44,10,0.05,1015.85,NA,NA,27-137-7001
2014-11-05T23:00:00Z,Clear,clear-night,0,0,35.89,33.41,26,0.67,3.24,53,10,0,1016.25,NA,NA,27-137-7001
2014-11-06T00:00:00Z,Clear,clear-night,0,0,34.84,31.44,26.55,0.71,3.92,38,10,0.13,1016.87,NA,NA,27-137-7001
2014-11-06T01:00:00Z,Clear,clear-night,0,0,34.94,30.45,26.72,0.72,5.09,33,10,0.19,1017.5,NA,NA,27-137-7001
2014-11-06T02:00:00Z,Clear,clear-night,0,0,34.65,30.83,26.63,0.72,4.3,31,10,0.22,1018.1,NA,NA,27-137-7001
2014-11-06T03:00:00Z,Clear,clear-night,0,0,34.61,30.37,26.57,0.72,4.74,22,10,0,1018.6,NA,NA,27-137-7001
2014-11-06T04:00:00Z,Clear,clear-night,0,0,34.09,29.32,26.21,0.73,5.24,2,10,0,1018.85,NA,NA,27-137-7001
2014-11-06T05:00:00Z,Clear,clear-night,0,0,34.03,29.15,26.29,0.73,5.36,0,10,0,1019.07,NA,NA,27-137-7001
2014-11-04T06:00:00Z,Drizzle,rain,0.006,0.27,40.15,35.1,37.56,0.9,7.39,282,7.9,0.35,1007.47,rain,NA,27-137-7001
2014-11-04T07:00:00Z,Clear,clear-night,0.0014,0.03,39.13,34.39,36.83,0.91,6.52,271,8.23,0.16,1007.45,rain,NA,27-137-7001
2014-11-04T08:00:00Z,Partly Cloudy,partly-cloudy-night,0.0019,0.05,38.28,32.29,35.85,0.91,8.4,268,9.35,0.31,1007.63,rain,NA,27-137-7001
2014-11-04T09:00:00Z,Partly Cloudy,partly-cloudy-night,0.0023,0.06,37.92,31.06,34.9,0.89,10.03,276,9.79,0.31,1007.85,rain,NA,27-137-7001
2014-11-04T10:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,37.83,31.33,34.22,0.87,9.21,275,9.87,0.31,1008,NA,NA,27-137-7001
2014-11-04T11:00:00Z,Clear,clear-night,0,0,37.72,30.92,32.43,0.81,9.79,276,10,0,1008.25,NA,NA,27-137-7001
2014-11-04T12:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,37.39,30.85,31.05,0.78,9.07,272,9.83,0.67,1008.08,NA,NA,27-137-7001
2014-11-04T13:00:00Z,Clear,clear-night,0,0,37.24,29.64,29.89,0.74,11.35,274,10,0,1009.1,NA,NA,27-137-7001
2014-11-04T14:00:00Z,Clear,clear-day,0,0,37.24,29.94,28.58,0.71,10.64,270,10,0,1009.35,NA,NA,27-137-7001
2014-11-04T15:00:00Z,Clear,clear-day,0,0,37.49,30.87,28.49,0.7,9.28,269,10,0,1009.25,NA,NA,27-137-7001
2014-11-04T16:00:00Z,Clear,clear-day,0,0,38.18,30.84,28.73,0.68,11.29,273,10,0,1009.43,NA,NA,27-137-7001
2014-11-04T17:00:00Z,Clear,clear-day,0,0,38.14,30.57,28.57,0.68,11.82,275,10,0,1009.78,NA,NA,27-137-7001
2014-11-04T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,38.88,31.62,29.71,0.69,11.52,267,10,0.53,1009.35,NA,NA,27-137-7001
2014-11-04T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,38.59,31.84,30.49,0.72,10.13,261,10,0.28,1009.03,NA,NA,27-137-7001
2014-11-04T20:00:00Z,Clear,clear-day,0,0,38.17,30.7,30.65,0.74,11.58,277,9.19,0,1009.05,NA,NA,27-137-7001
2014-11-04T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,36.66,29.34,30.35,0.78,10.37,280,7.35,0.29,1009.55,NA,NA,27-137-7001
2014-11-04T22:00:00Z,Partly Cloudy,partly-cloudy-day,0.0012,0.02,36.78,29.6,30.34,0.77,10.11,276,9.83,0.28,1009.93,rain,NA,27-137-7001
2014-11-04T23:00:00Z,Clear,clear-night,0,0,36.44,28.78,29.76,0.76,11,274,10,0,1010.43,NA,NA,27-137-7001
2014-11-05T00:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,36.39,29.53,29.29,0.75,9.25,277,10,0.53,1011.05,NA,NA,27-137-7001
2014-11-05T01:00:00Z,Clear,clear-night,0,0,36.5,29.5,28.42,0.72,9.6,275,10,0,1011.7,NA,NA,27-137-7001
2014-11-05T02:00:00Z,Clear,clear-night,0,0,35.77,28.15,27.42,0.71,10.55,282,10,0,1011.95,NA,NA,27-137-7001
2014-11-05T03:00:00Z,Clear,clear-night,0,0,35.41,28.28,27.83,0.74,9.34,278,10,0,1012.35,NA,NA,27-137-7001
2014-11-05T04:00:00Z,Clear,clear-night,0,0,35.42,28.24,27.01,0.71,9.43,286,10,0,1012.6,NA,NA,27-137-7001
2014-11-05T05:00:00Z,Clear,clear-night,0,0,35.45,27.38,25.97,0.68,11.4,291,10,0,1012.87,NA,NA,27-137-7001
2014-11-03T06:00:00Z,Clear,clear-night,0,0,34.28,34.28,28.53,0.79,2.84,136,10,0,1012.23,NA,NA,27-137-7001
2014-11-03T07:00:00Z,Clear,clear-night,0,0,35.08,35.08,28.93,0.78,2.25,88,10,0,1011.55,NA,NA,27-137-7001
2014-11-03T08:00:00Z,Clear,clear-night,0,0,34.52,34.52,29.22,0.81,2.72,143,10,0,1011.53,NA,NA,27-137-7001
2014-11-03T09:00:00Z,Clear,clear-night,0,0,34.21,34.21,28.47,0.79,2.15,143,10,0,1011,NA,NA,27-137-7001
2014-11-03T10:00:00Z,Clear,clear-night,0,0,34.67,34.67,29.59,0.81,1.78,133,10,0,1010.6,NA,NA,27-137-7001
2014-11-03T11:00:00Z,Clear,clear-night,0,0,33.65,33.65,28.29,0.8,2.28,128,10,0,1011.1,NA,NA,27-137-7001
2014-11-03T12:00:00Z,Clear,clear-night,0,0,34.44,34.44,28.29,0.78,2.75,124,10,0,1010.85,NA,NA,27-137-7001
2014-11-03T13:00:00Z,Clear,clear-night,0,0,33.19,33.19,28.31,0.82,2.49,126,10,0,1010.65,NA,NA,27-137-7001
2014-11-03T14:00:00Z,Clear,clear-day,0,0,35.78,31.77,30.24,0.8,4.7,159,10,0.01,1011.15,NA,NA,27-137-7001
2014-11-03T15:00:00Z,Clear,clear-day,0,0,40.72,38.1,31.22,0.69,4.06,176,10,0.01,1010.15,NA,NA,27-137-7001
2014-11-03T16:00:00Z,Clear,clear-day,0,0,44.1,40.16,31.64,0.61,6.85,201,10,0.01,1010.15,NA,NA,27-137-7001
2014-11-03T17:00:00Z,Clear,clear-day,0,0,46.42,43.79,33.05,0.59,5.35,203,10,0.03,1009.8,NA,NA,27-137-7001
2014-11-03T18:00:00Z,Clear,clear-day,0,0,46.48,44.36,33.47,0.6,4.58,189,10,0.03,1008.83,NA,NA,27-137-7001
2014-11-03T19:00:00Z,Clear,clear-day,0,0,47.19,45.09,34.61,0.61,4.74,179,10,0.01,1008.2,NA,NA,27-137-7001
2014-11-03T20:00:00Z,Clear,clear-day,0,0,47.58,44.97,35.33,0.62,5.67,185,10,0.04,1007.83,NA,NA,27-137-7001
2014-11-03T21:00:00Z,Clear,clear-day,0,0,47.36,45.29,35.61,0.64,4.74,194,10,0.03,1008.08,NA,NA,27-137-7001
2014-11-03T22:00:00Z,Clear,clear-day,0,0,46.5,45,35.84,0.66,3.78,183,10,0.13,1007.53,NA,NA,27-137-7001
2014-11-03T23:00:00Z,Clear,clear-night,0,0,45.7,43.26,35.66,0.68,4.86,215,10,0.15,1008.83,NA,NA,27-137-7001
2014-11-04T00:00:00Z,Clear,clear-night,0,0,44.7,42.54,35.72,0.71,4.26,218,10,0.18,1009.27,NA,NA,27-137-7001
2014-11-04T01:00:00Z,Clear,clear-night,0,0,44.31,44.31,35.96,0.72,2.08,224,10,0.14,1008.53,NA,NA,27-137-7001
2014-11-04T02:00:00Z,Clear,clear-night,0,0,42.71,40.65,35.95,0.77,3.78,241,10,0.07,1008.07,NA,NA,27-137-7001
2014-11-04T03:00:00Z,Clear,clear-night,0,0,43.81,41.13,36.75,0.76,4.74,250,9.88,0.24,1007.8,NA,NA,27-137-7001
2014-11-04T04:00:00Z,Drizzle,rain,0.006,0.27,42.37,39.69,37.74,0.84,4.44,252,9.43,0,1007.5,rain,NA,27-137-7001
2014-11-04T05:00:00Z,Light Rain,rain,0.0095,0.5,41.63,38.61,37.87,0.86,4.7,272,9.22,0.04,1007.23,rain,NA,27-137-7001
2014-11-02T05:00:00Z,Clear,clear-night,0,0,31.91,26.52,20.05,0.61,5.51,176,10,0,1022.05,NA,NA,27-137-7001
2014-11-02T06:00:00Z,Clear,clear-night,0,0,31.5,25.97,19.43,0.61,5.58,173,10,0,1021.73,NA,NA,27-137-7001
2014-11-02T07:00:00Z,Clear,clear-night,0,0,31.43,26.21,19.53,0.61,5.21,169,10,0,1021.4,NA,NA,27-137-7001
2014-11-02T08:00:00Z,Clear,clear-night,0,0,31.74,25.88,20.31,0.62,6.05,172,10,0,1021.13,NA,NA,27-137-7001
2014-11-02T09:00:00Z,Clear,clear-night,0,0,31.12,24.49,20.38,0.64,6.93,166,10,0,1020.5,NA,NA,27-137-7001
2014-11-02T10:00:00Z,Clear,clear-night,0,0,31.02,24.63,20.36,0.64,6.57,165,10,0,1019.93,NA,NA,27-137-7001
2014-11-02T11:00:00Z,Clear,clear-night,0,0,30.79,26.55,20.35,0.65,4.11,162,10,0,1019.55,NA,NA,27-137-7001
2014-11-02T12:00:00Z,Clear,clear-night,0,0,30.97,25.25,20.92,0.66,5.69,162,10,0,1019.15,NA,NA,27-137-7001
2014-11-02T13:00:00Z,Clear,clear-night,0,0,30.95,24.87,20.66,0.65,6.14,162,10,0,1018.83,NA,NA,27-137-7001
2014-11-02T14:00:00Z,Clear,clear-day,0,0,34.07,27.86,22.37,0.62,7.2,168,10,0,1018.33,NA,NA,27-137-7001
2014-11-02T15:00:00Z,Clear,clear-day,0,0,37.04,30.43,22.53,0.55,9.06,169,10,0,1017.7,NA,NA,27-137-7001
2014-11-02T16:00:00Z,Clear,clear-day,0,0,40.26,34.14,22.72,0.49,9.6,179,10,0,1017.03,NA,NA,27-137-7001
2014-11-02T17:00:00Z,Clear,clear-day,0,0,43.72,38.27,23.18,0.44,9.94,179,10,0,1016.55,NA,NA,27-137-7001
2014-11-02T18:00:00Z,Clear,clear-day,0,0,46.48,41.74,23.79,0.41,9.81,180,10,0,1015.45,NA,NA,27-137-7001
2014-11-02T19:00:00Z,Clear,clear-day,0,0,47.58,43.08,24.46,0.4,9.88,170,10,0,1014.25,NA,NA,27-137-7001
2014-11-02T20:00:00Z,Clear,clear-day,0,0,49.64,45.68,25.64,0.39,9.71,158,10,0,1013.55,NA,NA,27-137-7001
2014-11-02T21:00:00Z,Clear,clear-day,0,0,50.48,50.48,26.36,0.39,8.16,159,10,0,1013.28,NA,NA,27-137-7001
2014-11-02T22:00:00Z,Clear,clear-day,0,0,47.64,44.71,26.4,0.43,6.27,164,10,0,1013.1,NA,NA,27-137-7001
2014-11-02T23:00:00Z,Clear,clear-night,0,0,43.72,43.72,26.75,0.51,2.39,140,10,0,1013.28,NA,NA,27-137-7001
2014-11-03T00:00:00Z,Clear,clear-night,0,0,40.4,37.56,27.71,0.6,4.25,114,10,0,1013.73,NA,NA,27-137-7001
2014-11-03T01:00:00Z,Clear,clear-night,0,0,37.88,35.67,27.83,0.67,3.25,114,10,0,1014.18,NA,NA,27-137-7001
2014-11-03T02:00:00Z,Clear,clear-night,0,0,35.76,35.76,27.69,0.72,2.19,101,10,0,1013.95,NA,NA,27-137-7001
2014-11-03T03:00:00Z,Clear,clear-night,0,0,34.42,31.9,27.69,0.76,3.12,99,10,0,1013.93,NA,NA,27-137-7001
2014-11-03T04:00:00Z,Clear,clear-night,0,0,34.08,34.08,28.03,0.78,2.06,100,10,0,1013.48,NA,NA,27-137-7001
2014-11-03T05:00:00Z,Clear,clear-night,0,0,33.35,33.35,28.17,0.81,2.99,98,10,0,1012.88,NA,NA,27-137-7001
2014-11-01T05:00:00Z,Clear,clear-night,0,0,19.87,14.74,16.15,0.85,3.53,172,10,0,1032.75,NA,NA,27-137-7001
2014-11-01T06:00:00Z,Clear,clear-night,0,0,19.01,19.01,15.28,0.85,2.88,196,10,0,1032.33,NA,NA,27-137-7001
2014-11-01T07:00:00Z,Clear,clear-night,0,0,18.04,11.8,14.08,0.84,4.1,214,10,0,1032.17,NA,NA,27-137-7001
2014-11-01T08:00:00Z,Clear,clear-night,0,0,17.72,17.72,13.77,0.84,2.92,212,10,0,1032.03,NA,NA,27-137-7001
2014-11-01T09:00:00Z,Clear,clear-night,0,0,17.42,10.61,13.24,0.83,4.47,220,10,0,1031.68,NA,NA,27-137-7001
2014-11-01T10:00:00Z,Clear,clear-night,0,0,17.46,17.46,12.53,0.81,1.46,200,10,0,1031.53,NA,NA,27-137-7001
2014-11-01T11:00:00Z,Clear,clear-night,0,0,16.87,8.9,12.82,0.84,5.34,197,10,0,1031.48,NA,NA,27-137-7001
2014-11-01T12:00:00Z,Clear,clear-night,0,0,18.39,12.27,14.25,0.84,4.06,180,10,0,1031.13,NA,NA,27-137-7001
2014-11-01T13:00:00Z,Clear,clear-day,0,0,23.25,15.93,17.55,0.78,5.87,184,10,0.01,1031.3,NA,NA,27-137-7001
2014-11-01T14:00:00Z,Clear,clear-day,0,0,27.08,19.77,19.32,0.72,6.74,186,10,0.01,1030.88,NA,NA,27-137-7001
2014-11-01T15:00:00Z,Clear,clear-day,0,0,29.44,22.42,20.84,0.7,6.99,180,10,0,1030.5,NA,NA,27-137-7001
2014-11-01T16:00:00Z,Clear,clear-day,0,0,31.51,23.46,21.49,0.66,9.37,182,10,0,1030.18,NA,NA,27-137-7001
2014-11-01T17:00:00Z,Clear,clear-day,0,0,33.91,25.53,21.31,0.59,11.18,182,10,0,1029.45,NA,NA,27-137-7001
2014-11-01T18:00:00Z,Clear,clear-day,0,0,35.24,27.01,20.32,0.54,11.63,187,10,0,1028.35,NA,NA,27-137-7001
2014-11-01T19:00:00Z,Clear,clear-day,0,0,37.08,29.89,19.43,0.48,10.31,178,10,0,1027.33,NA,NA,27-137-7001
2014-11-01T20:00:00Z,Clear,clear-day,0,0,37.36,29.92,18.21,0.45,11.02,168,10,0.01,1026.33,NA,NA,27-137-7001
2014-11-01T21:00:00Z,Clear,clear-day,0,0,38.34,31.7,17.74,0.43,9.75,172,10,0.01,1025.58,NA,NA,27-137-7001
2014-11-01T22:00:00Z,Clear,clear-day,0,0,37.65,31.63,17.44,0.43,8.19,159,10,0.01,1024.93,NA,NA,27-137-7001
2014-11-01T23:00:00Z,Clear,clear-night,0,0,35.13,29.81,17.24,0.48,6.22,158,10,0.01,1024.38,NA,NA,27-137-7001
2014-11-02T00:00:00Z,Clear,clear-night,0,0,33.52,27.36,17.53,0.51,6.96,153,10,0,1024.18,NA,NA,27-137-7001
2014-11-02T01:00:00Z,Clear,clear-night,0,0,32.96,26.82,18.24,0.54,6.75,157,10,0,1023.58,NA,NA,27-137-7001
2014-11-02T02:00:00Z,Clear,clear-night,0,0,33.18,26.89,18.72,0.55,7.04,160,10,0,1022.93,NA,NA,27-137-7001
2014-11-02T03:00:00Z,Clear,clear-night,0,0,33.39,27.01,19.66,0.57,7.25,162,10,0,1022.3,NA,NA,27-137-7001
2014-11-02T04:00:00Z,Clear,clear-night,0,0,32.85,26.74,19.32,0.57,6.69,172,10,0,1022.05,NA,NA,27-137-7001
2014-10-31T05:00:00Z,Clear,clear-night,0,0,28.17,17.89,18.68,0.67,12.16,354,10,0.15,1030.27,NA,NA,27-137-7001
2014-10-31T06:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,27.92,18.64,18.94,0.69,10.05,359,10,0.33,1031.02,NA,NA,27-137-7001
2014-10-31T07:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,27.76,18.66,18.14,0.67,9.66,0,9.83,0.27,1032.09,NA,NA,27-137-7001
2014-10-31T08:00:00Z,Clear,clear-night,0,0,27.47,17.39,18.19,0.68,11.36,5,10,0.22,1032.89,NA,NA,27-137-7001
2014-10-31T09:00:00Z,Clear,clear-night,0,0,27.47,17.56,18.38,0.68,11.05,5,10,0.17,1033.42,NA,NA,27-137-7001
2014-10-31T10:00:00Z,Clear,clear-night,0,0,27.01,18.01,18.35,0.69,9.21,13,10,0.15,1034.32,NA,NA,27-137-7001
2014-10-31T11:00:00Z,Clear,clear-night,0,0,26.58,19.73,17.73,0.69,6.06,4,10,0.13,1034.67,NA,NA,27-137-7001
2014-10-31T12:00:00Z,Clear,clear-night,0,0,24.66,17.3,17.76,0.75,6.21,347,10,0.1,1035.44,NA,NA,27-137-7001
2014-10-31T13:00:00Z,Clear,clear-day,0,0,25.1,17.43,18.14,0.74,6.68,346,10,0.13,1036.27,NA,NA,27-137-7001
2014-10-31T14:00:00Z,Clear,clear-day,0,0,26.92,19.06,18.88,0.71,7.43,357,10,0.08,1036.62,NA,NA,27-137-7001
2014-10-31T15:00:00Z,Clear,clear-day,0,0,28.69,21.23,19.61,0.68,7.39,26,10,0.18,1036.65,NA,NA,27-137-7001
2014-10-31T16:00:00Z,Clear,clear-day,0,0,30.12,24.65,19.82,0.65,5.23,14,10,0.22,1036.62,NA,NA,27-137-7001
2014-10-31T17:00:00Z,Clear,clear-day,0,0,32.25,32.25,20.25,0.61,2.02,24,10,0.02,1036.52,NA,NA,27-137-7001
2014-10-31T18:00:00Z,Clear,clear-day,0,0,33.65,30.16,19.29,0.55,3.84,329,10,0.03,1035.75,NA,NA,27-137-7001
2014-10-31T19:00:00Z,Clear,clear-day,0,0,35.62,35.62,18.6,0.49,2.76,327,10,0.01,1034.87,NA,NA,27-137-7001
2014-10-31T20:00:00Z,Clear,clear-day,0,0,36.6,33.31,18.33,0.47,4.08,313,10,0.01,1034.15,NA,NA,27-137-7001
2014-10-31T21:00:00Z,Clear,clear-day,0,0,36.73,36.73,17.91,0.46,2.33,323,10,0,1033.6,NA,NA,27-137-7001
2014-10-31T22:00:00Z,Clear,clear-day,0,0,35.6,35.6,17.11,0.46,1.95,325,10,0,1033.92,NA,NA,27-137-7001
2014-10-31T23:00:00Z,Clear,clear-night,0,0,31.27,31.27,17.93,0.57,0.79,330,10,0,1033.85,NA,NA,27-137-7001
