date,hour,ws,wd,site
2015-05-22,11,4.74,322,27-017-7417
2015-05-22,12,2.51,344,27-017-7417
2015-05-22,13,0.78,60,27-017-7417
2015-05-22,14,2.24,183,27-017-7417
2015-05-22,15,4.82,313,27-017-7417
2015-05-22,16,4.43,19,27-017-7417
2015-05-22,17,5.24,284,27-017-7417
2015-05-22,18,3.29,289,27-017-7417
2015-05-22,19,5.52,262,27-017-7417
2015-05-22,20,6.67,283,27-017-7417
2015-05-22,21,4.23,229,27-017-7417
2015-05-22,22,6.92,314,27-017-7417
2015-05-22,23,3.37,221,27-017-7417
2015-05-23,0,2.04,232,27-017-7417
2015-05-23,1,2.54,186,27-017-7417
2015-05-23,2,0.16,209,27-017-7417
2015-05-23,3,0.33,241,27-017-7417
2015-05-23,4,3.3,232,27-017-7417
2015-05-23,5,4.76,223,27-017-7417
2015-05-23,6,3.1,232,27-017-7417
2015-05-23,7,6.32,232,27-017-7417
2015-05-23,8,6.43,241,27-017-7417
2015-05-23,9,7.24,231,27-017-7417
2015-05-23,10,6.73,221,27-017-7417
2015-05-23,11,6.71,221,27-017-7417
2015-05-23,12,6.37,230,27-017-7417
2015-05-23,13,7.07,222,27-017-7417
2015-05-23,14,9.09,223,27-017-7417
2015-05-23,15,7.82,247,27-017-7417
2015-05-23,16,7.61,221,27-017-7417
2015-05-23,17,6.8,231,27-017-7417
2015-05-23,18,11.91,192,27-017-7417
2015-05-23,19,7.49,210,27-017-7417
2015-05-23,20,8.9,191,27-017-7417
2015-05-23,21,12.44,201,27-017-7417
2015-05-23,22,13.08,229,27-017-7417
2015-05-23,23,10.75,206,27-017-7417
2015-05-24,0,8.24,214,27-017-7417
2015-05-24,1,6.77,227,27-017-7417
2015-05-24,2,1.49,224,27-017-7417
2015-05-24,3,3.56,235,27-017-7417
2015-05-24,4,4.6,265,27-017-7417
2015-05-24,5,0.67,241,27-017-7417
2015-05-24,6,3,200,27-017-7417
2015-05-24,7,2.81,318,27-017-7417
2015-05-24,9,1.22,260,27-017-7417
2015-05-24,10,0.07,337,27-017-7417
2015-05-24,11,4.48,340,27-017-7417
2015-05-24,12,1.21,96,27-017-7417
2015-05-24,13,1.55,25,27-017-7417
2015-05-24,14,1.47,112,27-017-7417
2015-05-24,15,0.39,87,27-017-7417
2015-05-24,16,2.51,88,27-017-7417
2015-05-24,17,6.15,81,27-017-7417
2015-05-24,18,5.29,81,27-017-7417
2015-05-24,19,4.49,87,27-017-7417
2015-05-24,20,4.67,73,27-017-7417
2015-05-24,21,1.06,81,27-017-7417
2015-05-24,22,5.04,143,27-017-7417
2015-05-24,23,3.43,161,27-017-7417
2015-05-25,0,6.19,161,27-017-7417
2015-05-25,1,0.76,157,27-017-7417
2015-05-25,2,0.54,123,27-017-7417
2015-05-25,3,4.5,67,27-017-7417
2015-05-25,4,4.91,73,27-017-7417
2015-05-25,5,6.14,77,27-017-7417
2015-05-25,6,7.12,68,27-017-7417
2015-05-25,7,8.01,67,27-017-7417
2015-05-25,8,9.67,68,27-017-7417
2015-05-25,9,9.92,59,27-017-7417
2015-05-25,10,12.3,67,27-017-7417
2015-05-25,11,9.24,73,27-017-7417
2015-05-25,12,12.79,77,27-017-7417
2015-05-25,13,12.87,76,27-017-7417
2015-05-25,14,13.1,68,27-017-7417
2015-05-25,15,11.14,70,27-017-7417
2015-05-25,16,11.5,77,27-017-7417
2015-05-25,17,10.39,74,27-017-7417
2015-05-25,18,8.52,72,27-017-7417
2015-05-25,19,6.95,94,27-017-7417
2015-05-25,20,7.04,76,27-017-7417
2015-05-25,21,3.5,86,27-017-7417
2015-05-25,22,5.12,102,27-017-7417
2015-05-25,23,3.71,78,27-017-7417
2015-05-26,0,3.38,68,27-017-7417
2015-05-26,1,5.19,63,27-017-7417
2015-05-26,2,5.17,38,27-017-7417
2015-05-26,3,4.08,45,27-017-7417
2015-05-26,4,0.7,42,27-017-7417
2015-05-26,5,3.77,45,27-017-7417
2015-05-26,6,2.77,24,27-017-7417
2015-05-26,7,2.64,22,27-017-7417
2015-05-26,8,0.5,28,27-017-7417
2015-05-26,9,2.71,67,27-017-7417
2015-05-26,10,5.08,58,27-017-7417
2015-05-26,11,5.38,37,27-017-7417
2015-05-26,12,4.7,29,27-017-7417
2015-05-26,13,4.43,33,27-017-7417
2015-05-26,14,3.2,52,27-017-7417
2015-05-26,15,4.63,83,27-017-7417
2015-05-26,16,6.2,94,27-017-7417
2015-05-26,17,6.81,67,27-017-7417
2015-05-26,18,6.92,74,27-017-7417
2015-05-26,19,6.65,91,27-017-7417
2015-05-26,20,5.26,71,27-017-7417
2015-05-26,21,6.75,74,27-017-7417
2015-05-26,22,8.21,77,27-017-7417
2015-05-26,23,6.27,68,27-017-7417
2015-05-27,0,4.58,27,27-017-7417
2015-05-27,1,2.36,5,27-017-7417
2015-05-27,2,2.25,323,27-017-7417
2015-05-27,3,2.36,237,27-017-7417
2015-05-27,4,0.28,279,27-017-7417
2015-05-27,5,2.95,288,27-017-7417
2015-05-27,6,2.4,219,27-017-7417
2015-05-27,7,4.75,256,27-017-7417
2015-05-27,8,4.38,231,27-017-7417
2015-05-27,9,6.44,256,27-017-7417
2015-05-27,10,7.4,249,27-017-7417
2015-05-27,11,6.94,246,27-017-7417
2015-05-27,12,5.96,262,27-017-7417
2015-05-27,16,7.36,243,27-017-7417
2015-05-27,17,8.47,249,27-017-7417
2015-05-27,18,10.15,260,27-017-7417
2015-05-27,19,9.99,287,27-017-7417
2015-05-27,20,13.05,297,27-017-7417
2015-05-27,21,12.99,281,27-017-7417
2015-05-27,22,13,284,27-017-7417
2015-05-27,23,7.92,296,27-017-7417
2015-05-28,0,5.91,293,27-017-7417
2015-05-28,1,4.85,308,27-017-7417
2015-05-28,2,4.27,286,27-017-7417
2015-05-28,3,0.84,22,27-017-7417
2015-05-28,4,14.46,59,27-017-7417
2015-05-28,5,7.51,87,27-017-7417
2015-05-28,6,11.75,63,27-017-7417
2015-05-28,7,7.54,81,27-017-7417
2015-05-28,8,7.83,83,27-017-7417
2015-05-28,9,9.67,82,27-017-7417
2015-05-28,10,11.18,83,27-017-7417
2015-05-28,11,10.6,84,27-017-7417
2015-05-28,12,9.14,77,27-017-7417
2015-05-28,13,10.76,79,27-017-7417
2015-05-28,14,9.73,84,27-017-7417
2015-05-28,15,9.63,93,27-017-7417
2015-05-28,16,10.14,80,27-017-7417
2015-05-28,17,9.83,95,27-017-7417
2015-05-28,18,9.18,90,27-017-7417
2015-05-28,19,9.11,91,27-017-7417
2015-05-28,20,9.18,97,27-017-7417
2015-05-28,21,9.05,85,27-017-7417
2015-05-28,22,8.42,100,27-017-7417
2015-05-28,23,8.38,86,27-017-7417
2015-05-29,0,9.12,100,27-017-7417
2015-05-29,1,7.4,106,27-017-7417
2015-05-29,2,5.68,114,27-017-7417
2015-05-29,3,6.4,106,27-017-7417
2015-05-29,4,5.49,119,27-017-7417
2015-05-29,5,4.54,111,27-017-7417
2015-05-29,6,2.67,131,27-017-7417
2015-05-29,7,1.2,105,27-017-7417
2015-05-29,8,3.21,83,27-017-7417
2015-05-29,9,4.38,114,27-017-7417
2015-05-29,10,2.71,121,27-017-7417
2015-05-29,11,0.31,57,27-017-7417
2015-05-29,12,0.46,181,27-017-7417
2015-05-29,13,3.38,208,27-017-7417
2015-05-29,14,3.15,234,27-017-7417
2015-05-29,15,6.4,308,27-017-7417
2015-05-29,16,8.52,310,27-017-7417
2015-05-29,17,10.1,312,27-017-7417
2015-05-29,18,9.78,323,27-017-7417
2015-05-29,19,14.6,340,27-017-7417
2015-05-29,20,14.72,340,27-017-7417
2015-05-29,21,12.31,324,27-017-7417
2015-05-29,22,13.33,332,27-017-7417
2015-05-29,23,13.44,340,27-017-7417
2015-05-30,0,10.98,336,27-017-7417
2015-05-30,1,7.66,357,27-017-7417
2015-05-30,2,12.35,359,27-017-7417
2015-05-30,3,10.45,344,27-017-7417
2015-05-30,4,7.5,327,27-017-7417
2015-05-30,5,7.8,333,27-017-7417
2015-05-30,6,5.44,321,27-017-7417
2015-05-30,7,7.77,323,27-017-7417
2015-05-30,8,7.84,326,27-017-7417
2015-05-30,9,6.85,343,27-017-7417
2015-05-30,10,9.21,336,27-017-7417
2015-05-30,11,10.83,342,27-017-7417
2015-05-30,12,10.94,1,27-017-7417
2015-05-30,13,13.3,18,27-017-7417
2015-05-30,14,9.3,10,27-017-7417
2015-05-30,15,6.63,6,27-017-7417
2015-05-30,16,7.23,7,27-017-7417
2015-05-30,17,7.89,350,27-017-7417
2015-05-30,18,7.7,25,27-017-7417
2015-05-30,19,8.37,59,27-017-7417
2015-05-30,20,5.74,34,27-017-7417
2015-05-30,21,1.39,149,27-017-7417
2015-05-30,22,7.78,67,27-017-7417
2015-05-30,23,11.25,85,27-017-7417
2015-05-31,0,8.97,91,27-017-7417
2015-05-31,1,7,75,27-017-7417
2015-05-31,2,5.29,76,27-017-7417
2015-05-31,3,5.43,90,27-017-7417
2015-05-31,4,3.83,89,27-017-7417
2015-05-31,5,5.44,73,27-017-7417
2015-05-31,6,5.14,81,27-017-7417
2015-05-31,7,5.8,74,27-017-7417
2015-05-31,9,5.92,86,27-017-7417
2015-05-31,10,5.25,82,27-017-7417
2015-05-31,11,5.18,88,27-017-7417
2015-05-31,12,5.42,88,27-017-7417
2015-05-31,13,10.3,90,27-017-7417
2015-05-31,14,9.42,97,27-017-7417
2015-05-31,15,9.69,103,27-017-7417
2015-05-31,16,7.16,83,27-017-7417
2015-05-31,17,9.13,100,27-017-7417
2015-05-31,18,13.54,61,27-017-7417
2015-05-31,19,11.99,100,27-017-7417
2015-05-31,20,13.47,86,27-017-7417
2015-05-31,21,13.3,87,27-017-7417
2015-05-31,22,12.57,94,27-017-7417
2015-05-31,23,10.3,84,27-017-7417
2015-06-01,0,12.33,78,27-017-7417
2015-06-01,1,9.67,77,27-017-7417
2015-06-01,2,5.27,87,27-017-7417
2015-06-01,3,5.97,82,27-017-7417
2015-06-01,4,5.34,83,27-017-7417
2015-06-01,5,1.41,62,27-017-7417
2015-06-01,6,5.42,52,27-017-7417
2015-06-01,7,5.14,53,27-017-7417
2015-06-01,8,3.41,66,27-017-7417
2015-06-01,9,1.21,69,27-017-7417
2015-06-01,10,3.4,87,27-017-7417
2015-06-01,11,1.01,84,27-017-7417
2015-06-01,12,5.8,96,27-017-7417
2015-06-01,13,5.09,97,27-017-7417
2015-06-01,14,5.59,130,27-017-7417
2015-06-01,15,5.78,123,27-017-7417
2015-06-01,16,6.14,120,27-017-7417
2015-06-01,17,6.91,99,27-017-7417
2015-06-01,18,8.78,99,27-017-7417
2015-06-01,19,10.32,108,27-017-7417
2015-06-01,20,9.67,109,27-017-7417
2015-06-01,21,11.83,99,27-017-7417
2015-06-01,22,7.39,97,27-017-7417
2015-06-01,23,8.98,98,27-017-7417
2015-06-02,0,5.97,96,27-017-7417
2015-06-02,1,7.31,88,27-017-7417
2015-06-02,2,5.23,104,27-017-7417
2015-06-02,3,3.88,95,27-017-7417
2015-06-02,4,5.18,91,27-017-7417
2015-06-02,5,4.81,109,27-017-7417
2015-06-02,6,3.11,103,27-017-7417
2015-06-02,7,3.33,92,27-017-7417
2015-06-02,8,3.16,123,27-017-7417
2015-06-02,9,3.06,100,27-017-7417
2015-06-02,10,3.04,103,27-017-7417
2015-06-02,11,0.86,115,27-017-7417
2015-06-02,12,3.22,109,27-017-7417
2015-06-02,13,4.67,136,27-017-7417
2015-06-02,14,7.14,166,27-017-7417
2015-06-02,15,8.48,165,27-017-7417
2015-06-02,16,12.08,178,27-017-7417
2015-06-02,17,8.64,185,27-017-7417
2015-06-02,18,12.41,205,27-017-7417
2015-06-02,19,12.66,187,27-017-7417
2015-06-02,20,11.49,184,27-017-7417
2015-06-02,21,10.98,175,27-017-7417
2015-06-02,22,7.59,162,27-017-7417
2015-06-02,23,6.03,105,27-017-7417
2015-06-03,0,5.36,105,27-017-7417
2015-06-03,1,5.33,102,27-017-7417
2015-06-03,2,6.18,112,27-017-7417
2015-06-03,3,3.29,108,27-017-7417
2015-06-03,4,1.12,123,27-017-7417
2015-06-03,5,3.24,132,27-017-7417
2015-06-03,6,4.47,118,27-017-7417
2015-06-03,7,1.01,133,27-017-7417
2015-06-03,8,4.4,110,27-017-7417
2015-06-03,9,4.39,124,27-017-7417
2015-06-03,10,4.05,143,27-017-7417
2015-06-03,11,4.89,98,27-017-7417
2015-06-03,12,5.06,86,27-017-7417
2015-06-03,13,6.47,117,27-017-7417
2015-06-03,14,3.38,100,27-017-7417
2015-06-03,15,4.58,103,27-017-7417
2015-06-03,16,4.65,125,27-017-7417
2015-06-03,17,3.35,102,27-017-7417
2015-06-03,18,4.64,118,27-017-7417
2015-06-03,19,4.3,139,27-017-7417
2015-06-03,20,3.95,83,27-017-7417
2015-06-03,21,0.59,87,27-017-7417
2015-06-03,22,1.56,87,27-017-7417
2015-06-03,23,4.45,110,27-017-7417
2015-06-04,0,5.69,115,27-017-7417
2015-06-04,1,3.38,78,27-017-7417
2015-06-04,2,3.32,61,27-017-7417
2015-06-04,3,0.82,91,27-017-7417
2015-06-04,4,3.52,85,27-017-7417
2015-06-04,5,3.36,63,27-017-7417
2015-06-04,6,3.25,83,27-017-7417
2015-06-04,7,0.98,56,27-017-7417
2015-06-04,8,3.31,73,27-017-7417
2015-06-04,9,4.15,55,27-017-7417
2015-06-04,10,2.07,130,27-017-7417
2015-06-04,11,1.88,303,27-017-7417
2015-06-04,12,3.73,324,27-017-7417
2015-06-04,18,2.64,75,27-017-7417
2015-06-04,19,2.89,65,27-017-7417
2015-06-04,20,5.1,107,27-017-7417
2015-06-04,21,8.23,83,27-017-7417
2015-06-04,22,8.62,93,27-017-7417
2015-06-04,23,10.11,73,27-017-7417
2015-06-05,0,8.89,57,27-017-7417
2015-06-05,1,7.85,65,27-017-7417
2015-06-05,2,8.7,77,27-017-7417
2015-06-05,3,9.05,69,27-017-7417
2015-06-05,4,8.15,59,27-017-7417
2015-06-05,5,5.53,71,27-017-7417
2015-06-05,6,5.47,81,27-017-7417
2015-06-05,7,5.56,69,27-017-7417
2015-06-05,8,5.32,60,27-017-7417
2015-06-05,9,6.5,59,27-017-7417
2015-06-05,10,3.06,44,27-017-7417
2015-06-05,11,3.11,53,27-017-7417
2015-06-05,12,5.56,69,27-017-7417
2015-06-05,13,4.96,78,27-017-7417
2015-06-05,14,12.25,80,27-017-7417
2015-06-05,15,10.05,62,27-017-7417
2015-06-05,16,13.12,86,27-017-7417
2015-06-05,17,14.11,78,27-017-7417
2015-06-05,18,13.9,78,27-017-7417
2015-06-05,19,10.61,84,27-017-7417
2015-06-05,20,12.32,78,27-017-7417
2015-06-05,21,14.38,78,27-017-7417
2015-06-05,22,10.31,71,27-017-7417
2015-06-05,23,8.96,93,27-017-7417
2015-06-06,0,8.35,80,27-017-7417
2015-06-06,1,10.22,79,27-017-7417
2015-06-06,2,8.42,87,27-017-7417
2015-06-06,3,8.17,80,27-017-7417
2015-06-06,4,5.94,78,27-017-7417
2015-06-06,5,5,87,27-017-7417
2015-06-06,6,4.97,85,27-017-7417
2015-06-06,7,4.86,84,27-017-7417
2015-06-06,8,3.37,83,27-017-7417
2015-06-06,9,5.62,79,27-017-7417
2015-06-06,10,4.96,96,27-017-7417
2015-06-06,11,5.84,103,27-017-7417
2015-06-06,12,6.89,105,27-017-7417
2015-06-06,13,6.9,104,27-017-7417
2015-06-06,14,7.86,115,27-017-7417
2015-06-06,15,5.73,114,27-017-7417
2015-06-06,16,5.53,106,27-017-7417
2015-06-06,17,10.01,108,27-017-7417
2015-06-06,18,7.43,106,27-017-7417
2015-06-06,19,9.75,92,27-017-7417
2015-06-06,20,9.72,114,27-017-7417
2015-06-06,21,9.19,83,27-017-7417
2015-06-06,22,8.65,80,27-017-7417
2015-06-06,23,5.62,107,27-017-7417
2015-06-07,0,7.37,97,27-017-7417
2015-06-07,1,5.57,97,27-017-7417
2015-06-07,2,6.35,94,27-017-7417
2015-06-07,3,6.26,111,27-017-7417
2015-06-07,4,9.35,117,27-017-7417
2015-06-07,5,5.32,89,27-017-7417
2015-06-07,6,1.1,85,27-017-7417
2015-06-07,7,0.79,91,27-017-7417
2015-06-07,9,1.09,97,27-017-7417
2015-06-07,10,2.84,288,27-017-7417
2015-06-07,11,5.49,288,27-017-7417
2015-06-07,12,6.28,286,27-017-7417
2015-06-07,13,7.58,290,27-017-7417
2015-06-07,14,10.4,301,27-017-7417
2015-06-07,15,12.26,301,27-017-7417
2015-06-07,16,10.45,287,27-017-7417
2015-06-07,17,12.07,299,27-017-7417
2015-06-07,18,10.2,284,27-017-7417
2015-06-07,19,5.95,289,27-017-7417
2015-06-07,20,7.73,309,27-017-7417
2015-06-07,21,4.37,306,27-017-7417
2015-06-07,22,3.8,238,27-017-7417
2015-06-07,23,5.18,218,27-017-7417
2015-06-08,0,4.92,228,27-017-7417
2015-06-08,1,5.6,255,27-017-7417
2015-06-08,2,14.48,308,27-017-7417
2015-06-08,3,3.89,257,27-017-7417
2015-06-08,4,6.62,279,27-017-7417
2015-06-08,5,6.33,281,27-017-7417
2015-06-08,6,6.59,276,27-017-7417
2015-06-08,7,6.35,286,27-017-7417
2015-06-08,8,3.5,287,27-017-7417
2015-06-08,9,6.4,280,27-017-7417
2015-06-08,10,6.5,290,27-017-7417
2015-06-08,11,5.59,289,27-017-7417
2015-06-08,12,7.37,297,27-017-7417
2015-06-08,13,6.95,308,27-017-7417
2015-06-08,14,8.17,301,27-017-7417
2015-06-08,15,9.08,308,27-017-7417
2015-06-08,16,8.99,294,27-017-7417
2015-06-08,17,8.34,315,27-017-7417
2015-06-08,18,10.63,309,27-017-7417
2015-06-08,19,13.31,309,27-017-7417
2015-06-08,20,13.39,293,27-017-7417
2015-06-08,21,12.44,309,27-017-7417
2015-06-08,22,12,300,27-017-7417
2015-06-08,23,6.13,317,27-017-7417
2015-06-09,0,4.62,283,27-017-7417
2015-06-09,1,0.27,264,27-017-7417
2015-06-09,2,0.29,245,27-017-7417
2015-06-09,3,4.59,271,27-017-7417
2015-06-09,4,0.36,260,27-017-7417
2015-06-09,5,4.33,260,27-017-7417
2015-06-09,6,0.42,209,27-017-7417
2015-06-09,7,3.03,228,27-017-7417
2015-06-09,8,3.85,201,27-017-7417
2015-06-09,9,4.77,209,27-017-7417
2015-06-09,10,2.35,247,27-017-7417
2015-06-09,11,0.28,204,27-017-7417
2015-06-09,12,1.48,208,27-017-7417
2015-06-09,13,1.01,152,27-017-7417
2015-06-09,14,1.76,22,27-017-7417
2015-06-09,15,0.23,192,27-017-7417
2015-06-09,16,0.29,182,27-017-7417
2015-06-09,17,0.49,236,27-017-7417
2015-06-09,18,6.62,245,27-017-7417
2015-06-09,19,1.17,200,27-017-7417
2015-06-09,20,8.98,199,27-017-7417
2015-06-09,21,8.98,173,27-017-7417
2015-06-09,22,11.3,191,27-017-7417
2015-06-09,23,8.66,208,27-017-7417
2015-06-10,0,7.63,212,27-017-7417
2015-06-10,1,4.62,210,27-017-7417
2015-06-10,2,6.61,295,27-017-7417
2015-06-10,3,10.67,300,27-017-7417
2015-06-10,4,13.14,312,27-017-7417
2015-06-10,5,14.88,312,27-017-7417
2015-06-10,6,9.14,312,27-017-7417
2015-06-10,7,6.48,296,27-017-7417
2015-06-10,8,7.65,301,27-017-7417
2015-06-10,9,6.18,285,27-017-7417
2015-06-10,10,7.15,292,27-017-7417
2015-06-10,11,6.46,292,27-017-7417
2015-06-10,12,8.07,292,27-017-7417
2015-06-10,15,8.95,326,27-017-7417
2015-06-10,16,14.46,293,27-017-7417
2015-06-10,17,13.02,309,27-017-7417
2015-06-10,18,14.43,309,27-017-7417
2015-06-10,19,11.02,303,27-017-7417
2015-06-10,20,9.42,311,27-017-7417
2015-06-10,21,7.7,321,27-017-7417
2015-06-10,22,11.78,313,27-017-7417
2015-06-10,23,7.41,1,27-017-7417
2015-06-11,0,4.97,323,27-017-7417
2015-06-11,1,3.21,306,27-017-7417
2015-06-11,2,2.91,332,27-017-7417
2015-06-11,3,1.11,354,27-017-7417
2015-06-11,4,1.46,266,27-017-7417
2015-06-11,5,0.21,339,27-017-7417
2015-06-11,6,2.77,308,27-017-7417
2015-06-11,7,0.07,227,27-017-7417
2015-06-11,8,0.14,281,27-017-7417
2015-06-11,9,2.57,302,27-017-7417
2015-06-11,10,2.65,318,27-017-7417
2015-06-11,11,2.62,340,27-017-7417
2015-06-11,12,0.17,143,27-017-7417
2015-06-11,13,2.95,101,27-017-7417
2015-06-11,14,2.76,110,27-017-7417
2015-06-11,15,5.37,101,27-017-7417
2015-06-11,16,5.2,145,27-017-7417
2015-06-11,17,9.33,99,27-017-7417
2015-06-11,18,6.27,80,27-017-7417
2015-06-11,19,7.16,73,27-017-7417
2015-06-11,20,6.09,104,27-017-7417
2015-06-11,21,7.33,98,27-017-7417
2015-06-11,22,5.57,100,27-017-7417
2015-06-11,23,5.6,121,27-017-7417
2015-06-12,0,6.35,120,27-017-7417
2015-06-12,1,0.5,123,27-017-7417
2015-06-12,2,0.06,120,27-017-7417
2015-06-12,3,4.05,27,27-017-7417
2015-06-12,4,1.38,69,27-017-7417
2015-06-12,5,0.46,106,27-017-7417
2015-06-12,6,0.07,36,27-017-7417
2015-06-12,7,0.9,339,27-017-7417
2015-06-12,8,2.91,341,27-017-7417
2015-06-12,9,0.23,15,27-017-7417
2015-06-12,10,2.72,323,27-017-7417
2015-06-12,11,6.17,332,27-017-7417
2015-06-12,12,0.27,353,27-017-7417
2015-06-12,13,0.49,318,27-017-7417
2015-06-12,14,2.38,49,27-017-7417
2015-06-12,15,2.65,92,27-017-7417
2015-06-12,16,0.45,48,27-017-7417
2015-06-12,17,0.78,81,27-017-7417
2015-06-12,18,6.83,106,27-017-7417
2015-06-12,19,4.92,102,27-017-7417
2015-06-12,20,6.39,82,27-017-7417
2015-06-12,21,5.79,103,27-017-7417
2015-06-12,22,7.2,101,27-017-7417
2015-06-12,23,6.59,90,27-017-7417
2015-06-13,0,6.42,105,27-017-7417
2015-06-13,1,4.68,113,27-017-7417
2015-06-13,2,3.42,100,27-017-7417
2015-06-13,3,3.19,87,27-017-7417
2015-06-13,4,4.66,71,27-017-7417
2015-06-13,5,5.14,78,27-017-7417
2015-06-13,6,3.27,113,27-017-7417
2015-06-13,7,4.95,104,27-017-7417
2015-06-13,8,0.85,71,27-017-7417
2015-06-13,9,0.86,50,27-017-7417
2015-06-13,10,1.05,54,27-017-7417
2015-06-13,11,3.71,72,27-017-7417
2015-06-13,12,3.2,85,27-017-7417
2015-06-13,13,4.92,104,27-017-7417
2015-06-13,14,5.55,104,27-017-7417
2015-06-13,15,5.18,103,27-017-7417
2015-06-13,16,6.97,98,27-017-7417
2015-06-13,17,9.24,105,27-017-7417
2015-06-13,18,9.52,99,27-017-7417
2015-06-13,19,6.99,88,27-017-7417
2015-06-13,20,7.62,89,27-017-7417
2015-06-13,21,8.7,107,27-017-7417
2015-06-13,22,9.27,99,27-017-7417
2015-06-13,23,7.77,91,27-017-7417
2015-06-14,0,6.35,99,27-017-7417
2015-06-14,1,3.4,91,27-017-7417
2015-06-14,2,3.16,82,27-017-7417
2015-06-14,3,2.9,102,27-017-7417
2015-06-14,4,3.2,106,27-017-7417
2015-06-14,5,0.86,83,27-017-7417
2015-06-14,6,3.12,100,27-017-7417
2015-06-14,7,2.9,100,27-017-7417
2015-06-14,9,2.1,22,27-017-7417
2015-06-14,10,2.76,72,27-017-7417
2015-06-14,11,2.62,103,27-017-7417
2015-06-14,12,0.71,80,27-017-7417
2015-06-14,13,4.7,111,27-017-7417
2015-06-14,14,5.21,110,27-017-7417
2015-06-14,15,4.32,109,27-017-7417
2015-06-14,16,3.96,179,27-017-7417
2015-06-14,17,2.18,193,27-017-7417
2015-06-14,18,3.73,300,27-017-7417
2015-06-14,19,0.38,154,27-017-7417
2015-06-14,20,2.28,132,27-017-7417
2015-06-14,21,5.35,219,27-017-7417
2015-06-14,22,0.23,187,27-017-7417
2015-06-14,23,5.28,211,27-017-7417
2015-06-15,0,4.08,192,27-017-7417
2015-06-15,1,0.45,8,27-017-7417
2015-06-15,2,8.57,336,27-017-7417
2015-06-15,3,8.95,338,27-017-7417
2015-06-15,4,8.36,352,27-017-7417
2015-06-15,5,0.22,109,27-017-7417
2015-06-15,6,4.45,282,27-017-7417
2015-06-15,7,0.33,320,27-017-7417
2015-06-15,8,7.82,330,27-017-7417
2015-06-15,9,7.37,331,27-017-7417
2015-06-15,10,5.43,322,27-017-7417
2015-06-15,11,7.12,313,27-017-7417
2015-06-15,12,5.56,323,27-017-7417
2015-06-15,13,8.64,329,27-017-7417
2015-06-15,14,9.76,329,27-017-7417
2015-06-15,15,11.44,328,27-017-7417
2015-06-15,16,9.57,313,27-017-7417
2015-06-15,17,13.24,294,27-017-7417
2015-06-15,18,11.38,293,27-017-7417
2015-06-15,19,12.31,270,27-017-7417
2015-06-15,20,15.8,285,27-017-7417
2015-06-15,21,12.99,318,27-017-7417
2015-06-15,22,15.01,294,27-017-7417
2015-06-15,23,14.1,311,27-017-7417
2015-06-16,0,12.5,305,27-017-7417
2015-06-16,1,7.39,307,27-017-7417
2015-06-16,2,5.32,314,27-017-7417
2015-06-16,3,6.04,307,27-017-7417
2015-06-16,4,6.97,323,27-017-7417
2015-06-16,5,6.04,324,27-017-7417
2015-06-16,6,5.79,323,27-017-7417
2015-06-16,7,1.09,318,27-017-7417
2015-06-16,8,1.18,326,27-017-7417
2015-06-16,9,3.48,322,27-017-7417
2015-06-16,10,4.98,333,27-017-7417
2015-06-16,11,1.24,340,27-017-7417
2015-06-16,12,5.56,342,27-017-7417
2015-06-16,13,5.18,12,27-017-7417
2015-06-16,14,5.46,60,27-017-7417
2015-06-16,15,8.6,80,27-017-7417
2015-06-16,16,6.67,46,27-017-7417
2015-06-16,17,6.87,84,27-017-7417
2015-06-16,18,6.5,72,27-017-7417
2015-06-16,19,6.84,78,27-017-7417
2015-06-16,20,3.2,90,27-017-7417
2015-06-16,21,3.13,86,27-017-7417
2015-06-16,22,4.95,101,27-017-7417
2015-06-16,23,2.57,149,27-017-7417
2015-06-17,0,1.24,291,27-017-7417
2015-06-17,1,1.85,193,27-017-7417
2015-06-17,2,2.04,188,27-017-7417
2015-06-17,3,0.69,116,27-017-7417
2015-06-17,4,0.52,69,27-017-7417
2015-06-17,5,4.19,42,27-017-7417
2015-06-17,6,1.84,84,27-017-7417
2015-06-17,7,3.15,35,27-017-7417
2015-06-17,8,1.64,96,27-017-7417
2015-06-17,9,2.79,107,27-017-7417
2015-06-17,10,0.56,48,27-017-7417
2015-06-17,11,3.12,95,27-017-7417
2015-06-17,12,0.75,65,27-017-7417
2015-06-17,16,4.91,91,27-017-7417
2015-06-17,17,3.3,92,27-017-7417
2015-06-17,18,4.45,96,27-017-7417
2015-06-17,19,3.84,157,27-017-7417
2015-06-17,20,0.76,54,27-017-7417
2015-06-17,21,0.64,80,27-017-7417
2015-06-17,22,0.5,108,27-017-7417
2015-06-17,23,0.64,73,27-017-7417
2015-06-18,0,4.79,105,27-017-7417
2015-06-18,1,0.14,93,27-017-7417
2015-06-18,2,0.47,178,27-017-7417
2015-06-18,3,0.13,226,27-017-7417
2015-06-18,4,0.21,245,27-017-7417
2015-06-18,5,4.19,261,27-017-7417
2015-06-18,6,5.49,280,27-017-7417
2015-06-18,7,5.49,281,27-017-7417
2015-06-18,8,4.66,289,27-017-7417
2015-06-18,9,4.67,290,27-017-7417
2015-06-18,10,7.24,300,27-017-7417
2015-06-18,11,5.66,302,27-017-7417
2015-06-18,12,11.31,322,27-017-7417
2015-06-18,13,12.8,331,27-017-7417
2015-06-18,14,8.96,359,27-017-7417
2015-06-18,15,8.18,16,27-017-7417
