Transaction Type|Action Indicator|State Code|County Code|Site Number|Parameter|POC|Duration Code|Reported Unit|Method Code|Sample Date|Sample Begin Time|Reported Sample Value|Null Data Code|Collection Frequency Code|Monitor Protocol ID|Qualifier Code - 1|Qualifier Code - 2|Qualifier Code - 3|Qualifier Code - 4|Qualifier Code - 5|Qualifier Code - 6|Qualifier Code - 7|Qualifier Code - 8|Qualifier Code - 9|Qualifier Code - 10|Alternate Method Detection Limit|Uncertainty Value
RD|I|27|017|7417|44201|1|1|007|003|20150525|7 :00|0.044||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|8 :00|0.044||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|9 :00|0.043||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|10 :00|0.044||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|11 :00|0.044||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|12 :00|0.044||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|13 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|14 :00|0.045||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|15 :00|0.045||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|16 :00|0.045||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|17 :00|0.043||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|18 :00|0.045||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|19 :00|0.045||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|20 :00|0.04||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|21 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|22 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150525|23 :00|0.042||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|0 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|1 :00|0.04||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|2 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|3 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|4 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|5 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|6 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|7 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|8 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|9 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|10 :00|0.047||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|11 :00|0.046||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|12 :00|0.047||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|13 :00|0.048||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|14 :00|0.047||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|15 :00|0.046||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|16 :00|0.048||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|17 :00|0.051||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|18 :00|0.051||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|19 :00|0.046||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|20 :00|0.048||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|21 :00|0.052||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|22 :00|0.05||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150526|23 :00|0.051||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|0 :00|0.048||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|1 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|2 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|3 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|4 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|5 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|6 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|7 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|8 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|9 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|10 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|11 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|12 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|16 :00|0.047||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|17 :00|0.052||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|18 :00|0.054||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|19 :00|0.052||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|20 :00|0.051||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|21 :00|0.054||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|22 :00|0.059||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150527|23 :00|0.058||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|0 :00|0.057||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|1 :00|0.048||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|2 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|3 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|4 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|5 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|6 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|7 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|8 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|9 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|10 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|11 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|12 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|13 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|14 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|15 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|16 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|17 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|18 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|19 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|20 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|21 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|22 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150528|23 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|0 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|1 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|2 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|3 :00|0.015||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|4 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|5 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|6 :00|0.013||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|7 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|8 :00|0.011||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|9 :00|0.011||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|10 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|11 :00|0.01||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|12 :00|0.014||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|13 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|14 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|15 :00|0.043||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|16 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|17 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|18 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|19 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|20 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|21 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|22 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150529|23 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|0 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|1 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|2 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|3 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|4 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|5 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|6 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|7 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|8 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|9 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|10 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|11 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|12 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|13 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|14 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|15 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|16 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|17 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|18 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|19 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|20 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|21 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|22 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150530|23 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|0 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|1 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|2 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|3 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|4 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|5 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|6 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|7 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|9 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|10 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|11 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|12 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|13 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|14 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|15 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|16 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|17 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|18 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|19 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|20 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|21 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|22 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150531|23 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|0 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|1 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|2 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|3 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|4 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|5 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|6 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|7 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|8 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|9 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|10 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|11 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|12 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|13 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|14 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|15 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|16 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|17 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|18 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|19 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|20 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|21 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|22 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150601|23 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|0 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|1 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|2 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|3 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|4 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|5 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|6 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|7 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|8 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|9 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|10 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|11 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|12 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|13 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|14 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|15 :00|0.045||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|16 :00|0.048||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|17 :00|0.05||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|18 :00|0.052||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|19 :00|0.053||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|20 :00|0.054||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|21 :00|0.054||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|22 :00|0.054||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150602|23 :00|0.049||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|0 :00|0.042||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|1 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|2 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|3 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|4 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|5 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|6 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|7 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|8 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|9 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|10 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|11 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|12 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|13 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|14 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|15 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|16 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|17 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|18 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|19 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|20 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|21 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|22 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150603|23 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|0 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|1 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|2 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|3 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|4 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|5 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|6 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|7 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|8 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|9 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|10 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|11 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|12 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|18 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|19 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|20 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|21 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|22 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150604|23 :00|0.04||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|0 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|1 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|2 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|3 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|4 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|5 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|6 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|7 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|8 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|9 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|10 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|11 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|12 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|13 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|14 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|15 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|16 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|17 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|18 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|19 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150605|20 :00|0.028||S|TRIBAL||||||||||||
